index,RA,DEC,X_mos,Y_mos,mag130,dmag130,mag139,dmag139,color,dcolor,Delta130,Delta139,slit_width,slit_size,slit_left,slit_right
1275,83.83476,-5.43815,4290.1486,8499.580317,13.8438,0.0256376,14.1973,0.00832686,-0.341519,0.0367774,0.0605803,0.0216436,7,3,83.8345891015625,83.8349308984375
2393,83.835075,-5.391576,4281.216053,9806.929789,12.3465,0.0341601,12.3406,0.0269752,0.0207993,0.0164196,0.0932121,0.0843906,7,3,83.8349041015625,83.8352458984375
2419,83.835414,-5.392006,4271.734924,9794.853956,13.9735,0.006847,14.1162,0.0311443,-0.126513,0.0106662,0.0187302,0.098033,7,3,83.8352431015625,83.8355848984375
2420,83.835478,-5.389704,4269.932476,9859.479015,14.3192,0.0141547,14.09,0.0218251,0.237114,0.0229718,0.0430288,0.064559,7,3,83.83530710156249,83.8356488984375
2556,83.835583,-5.405797,4267.039414,9407.734487,12.7372,0.00712551,12.577,0.0101348,0.163301,0.00147571,0.0126572,0.019968,7,3,83.8354121015625,83.8357538984375
1419,83.836081,-5.419638,4253.179523,9019.233115,13.1258,0.016973,13.134,0.00818803,-0.0118299,0.0247249,0.0412006,0.0212069,7,3,83.83591010156249,83.8362518984375
1274,83.836302,-5.437722,4247.071012,8511.607338,13.4179,0.0163162,13.485,0.0120317,-0.0570543,0.0219665,0.0387363,0.031497,7,3,83.8361311015625,83.8364728984375
1434,83.837048,-5.426216,4226.167898,8834.585104,14.1889,0.0184672,14.3831,0.00626625,-0.195033,0.0229587,0.047019,0.0168715,7,3,83.8368771015625,83.8372188984375
2400,83.837137,-5.389388,4223.561629,9868.342299,13.0703,0.0181588,12.9595,0.0212325,0.105839,0.00667322,0.0505257,0.0710125,7,3,83.8369661015625,83.8373078984375
2484,83.837586,-5.398806,4211.048396,9603.982325,13.0191,0.0225514,13.2684,0.0147316,-0.240769,0.0152028,0.0620003,0.0340357,7,3,83.8374151015625,83.8377568984375
2605,83.838077,-5.397006,4197.325352,9654.515133,14.9848,0.209578,14.8195,0.29624,0.165279,0.086662,0.296388,0.418946,7,3,83.8379061015625,83.8382478984375
2408,83.83824,-5.392532,4192.758111,9780.092406,13.4185,0.0302808,13.5299,0.0274994,-0.112243,0.0196607,0.0934944,0.0814562,7,3,83.8380691015625,83.8384108984375
2497,83.838334,-5.400048,4190.151965,9569.106606,13.7313,0.00833401,13.7686,0.0272597,-0.0496335,0.0355176,0.0209999,0.066,7,3,83.8381631015625,83.8385048984375
462,83.838599,-5.460731,4182.962011,7865.727633,13.2555,0.00702746,13.4262,0.0248874,-0.163577,0.0116046,0.0133915,0.055274,7,3,83.8384281015625,83.8387698984375
2409,83.838773,-5.396121,4177.874737,9679.340071,13.546,0.0255081,13.4722,0.0464646,0.0763182,0.0344565,0.0800495,0.14276,7,3,83.8386021015625,83.8389438984375
2554,83.838853,-5.403171,4175.66502,9481.442617,12.5295,0.000706718,12.324,0.00141411,0.202909,0.00451604,0.000999451,0.00199986,7,3,83.8386821015625,83.8390238984375
465,83.840085,-5.454054,4141.41394,8053.15744,13.9501,0.0747845,14.1224,0.0613419,-0.163305,0.0192873,0.239199,0.173382,7,3,83.8399141015625,83.8402558984375
460,83.840095,-5.449353,4141.1106,8185.099997,12.6606,0.0254197,12.7183,0.00245142,-0.0581901,0.0221089,0.0799999,0.00605583,7,3,83.8399241015625,83.84026589843751
2416,83.840101,-5.390479,4140.729816,9837.715868,13.7993,0.0151681,14.0176,0.0226701,-0.180535,0.0582419,0.0409994,0.0819368,7,3,83.8399301015625,83.8402718984375
467,83.840342,-5.447921,4134.2029,8225.292438,14.6723,0.00850835,14.9777,0.0197153,-0.306789,0.0205286,0.026,0.0570002,7,3,83.8401711015625,83.84051289843751
1262,83.84051,-5.445639,4129.507958,8289.344993,12.7535,0.014716,12.6565,0.0231986,0.10765,0.00467286,0.0292931,0.0549994,7,3,83.84033910156249,83.8406808984375
2417,83.840524,-5.396756,4128.947875,9661.52416,13.9323,0.0226562,14.17,0.0225766,-0.239963,0.0221279,0.0699997,0.0656338,7,3,83.8403531015625,83.8406948984375
2394,83.840714,-5.394243,4123.622813,9732.042432,12.5703,0.0363168,12.3936,0.0297681,0.176665,0.0138333,0.106272,0.0896759,7,3,83.8405431015625,83.84088489843751
2395,83.841181,-5.398746,4110.592116,9605.659491,12.6615,0.00895369,12.5694,0.010575,0.0955281,0.00634005,0.0215988,0.0268297,7,3,83.8410101015625,83.84135189843751
348,83.841374,-5.474259,4105.456432,7485.973457,12.8995,0.0195358,12.9681,0.012127,-0.0566786,0.0208244,0.053112,0.0349998,7,3,83.8412031015625,83.8415448984375
360,83.841921,-5.469554,4090.158805,7618.06499,14.1214,0.00833529,14.2056,0.00838286,-0.0870601,0.0246173,0.019989,0.0203085,7,3,83.8417501015625,83.8420918984375
344,83.841942,-5.470903,4089.569369,7580.192757,12.3324,0.0076699,12.1497,0.00491725,0.177759,0.0175599,0.0209141,0.0134897,7,3,83.8417711015625,83.8421128984375
2553,83.842044,-5.409117,4086.502368,9314.542441,12.0128,0.0210287,12.0103,0.0244142,0.00493741,0.00577228,0.04,0.0469999,7,3,83.8418731015625,83.8422148984375
2557,83.842138,-5.405619,4083.860909,9412.713278,13.5504,0.031967,13.5152,0.0368414,0.0351689,0.00651053,0.068078,0.0833321,7,3,83.8419671015625,83.84230889843751
357,83.842638,-5.476798,4070.151139,7414.722286,13.75,0.0146534,14.0218,0.0193427,-0.265356,0.00378756,0.0283213,0.0420008,7,3,83.84246710156249,83.8428088984375
459,83.843219,-5.457865,4053.856504,7946.152951,12.2205,0.0118091,12.1819,0.0224135,0.0136083,0.0248152,0.0289993,0.0656118,7,3,83.8430481015625,83.84338989843751
1257,83.843346,-5.419295,4050.165135,9028.828525,12.0266,0.0187039,11.8978,0.0211791,0.13296,0.0122765,0.0587597,0.0602541,7,3,83.8431751015625,83.8435168984375
2421,83.843471,-5.403729,4046.614055,9465.757569,14.3177,0.00230343,14.3862,0.0199584,-0.0651485,0.00867855,0.00433731,0.0529995,7,3,83.84330010156249,83.8436418984375
1263,83.843549,-5.4292,4044.53167,8750.78393,12.747,0.0886454,12.6807,0.0615172,0.0663351,0.0276631,0.186502,0.138317,7,3,83.8433781015625,83.8437198984375
1278,83.843555,-5.43634,4044.371567,8550.371822,14.2814,0.00323455,14.5521,0.000148357,-0.269151,0.00177863,0.00643921,0.000209808,7,3,83.84338410156249,83.8437258984375
1270,83.84464,-5.418259,4013.98703,9057.902112,13.213,0.0097672,13.2705,0.0213019,-0.04834,0.00422482,0.0266905,0.0550003,7,3,83.8444691015625,83.8448108984375
1261,83.845094,-5.429872,4001.365071,8731.928863,12.6159,0.0131694,12.6715,0.017932,-0.039731,0.00244789,0.0350218,0.0469999,7,3,83.8449231015625,83.8452648984375
1282,83.845884,-5.426713,3979.276668,8820.585054,14.7274,0.0100477,14.8142,0.0128722,-0.0868645,0.00322929,0.0200644,0.0256577,7,3,83.8457131015625,83.8460548984375
1271,83.846002,-5.416723,3975.924013,9101.01547,13.1703,0.0514343,13.0206,0.0292927,0.163649,0.0216273,0.14489,0.0700588,7,3,83.8458311015625,83.8461728984375
1276,83.846214,-5.437546,3970.076665,8516.502743,14.03,0.0240643,14.2769,0.0288894,-0.246927,0.00619402,0.0560656,0.069747,7,3,83.8460431015625,83.8463848984375
353,83.84672,-5.476081,3956.085508,7434.82747,13.6243,0.00100208,13.7892,0.0090405,-0.173872,0.00335732,0.00141716,0.0165625,7,3,83.8465491015625,83.84689089843751
1279,83.846752,-5.4318,3955.019593,8677.80817,14.3553,0.0333328,14.5182,0.0194728,-0.172942,0.01648,0.0858145,0.052,7,3,83.84658110156249,83.8469228984375
345,83.847136,-5.469483,3944.436149,7620.025881,12.4267,0.00144401,12.428,0.0113511,-0.00311361,0.0118518,0.00325203,0.0279999,7,3,83.8469651015625,83.84730689843751
1281,83.848022,-5.415078,3919.475762,9147.172141,14.5197,0.0239926,14.8654,0.0426136,-0.344757,0.0193551,0.0616112,0.109075,7,3,83.8478511015625,83.8481928984375
1264,83.848262,-5.424004,3912.792241,8896.635678,12.8988,0.0147012,12.7627,0.00153272,0.126374,0.00312612,0.0366755,0.00300026,7,3,83.8480911015625,83.84843289843751
1259,83.84855,-5.440837,3904.82738,8424.110077,12.3663,0.0106758,12.192,0.0106771,0.187264,0.0179584,0.0209789,0.0207253,7,3,83.8483791015625,83.8487208984375
2390,83.848556,-5.396181,3904.472436,9677.632813,12.208,0.0210797,12.0777,0.0112205,0.156419,0.0219835,0.0541029,0.0260601,7,3,83.8483851015625,83.8487268984375
1258,83.848602,-5.415912,3903.265568,9123.771956,12.234,0.00263129,12.2328,0.0236492,-0.016214,0.0237489,0.00688076,0.0623436,7,3,83.8484311015625,83.8487728984375
2403,83.848835,-5.388847,3896.660232,9883.485467,13.2682,0.0797092,13.0144,0.0628746,0.255489,0.0272361,0.25066,0.185458,7,3,83.84866410156249,83.8490058984375
362,83.848977,-5.467845,3892.991822,7665.993883,14.7097,0.0146231,14.9635,0.0110224,-0.255041,0.00818981,0.0428486,0.0342255,7,3,83.8488061015625,83.84914789843751
2401,83.849217,-5.404644,3886.039246,9440.076081,13.0523,0.0152938,12.9466,0.0162053,0.104682,0.00632405,0.0379992,0.04,7,3,83.8490461015625,83.8493878984375
2413,83.849515,-5.392555,3877.665829,9779.404149,13.808,0.0427249,13.6132,0.0600634,0.193917,0.0321375,0.0940008,0.136999,7,3,83.8493441015625,83.8496858984375
1267,83.849894,-5.419396,3867.178303,9025.964741,13.1075,0.138114,13.0068,0.0954528,0.0635867,0.012201,0.329269,0.25638,7,3,83.8497231015625,83.85006489843751
347,83.8513,-5.478919,3828.116668,7355.127666,12.7107,0.0312463,12.8982,0.0145317,-0.188894,0.030449,0.0779953,0.0388584,7,3,83.85112910156249,83.8514708984375
1283,83.851371,-5.446553,3826.001399,8263.674275,14.7537,0.0131751,15.0117,0.0265685,-0.261319,0.0159401,0.0341177,0.0731258,7,3,83.8512001015625,83.8515418984375
1266,83.851376,-5.433417,3825.834836,8632.395292,12.916,0.0154523,13.0512,0.0129238,-0.131449,0.00379438,0.0392923,0.0354214,7,3,83.8512051015625,83.8515468984375
2422,83.851894,-5.398596,3811.200897,9609.819806,14.4633,0.0724296,14.5953,0.0679141,-0.13202,0.0242507,0.193179,0.175133,7,3,83.8517231015625,83.8520648984375
2407,83.851956,-5.40029,3809.469582,9562.260595,13.1041,0.054748,13.1773,0.0616848,-0.081607,0.0180767,0.15502,0.142754,7,3,83.8517851015625,83.8521268984375
1269,83.852105,-5.417085,3805.376632,9090.830273,13.25,0.0251888,13.0789,0.0192403,0.172533,0.00835196,0.0772228,0.0632811,7,3,83.85193410156249,83.8522758984375
354,83.852872,-5.473727,3784.176327,7500.883442,13.8258,0.0403442,13.7494,0.00786955,0.0669568,0.0277895,0.105,0.0173731,7,3,83.8527011015625,83.85304289843751
1260,83.853649,-5.419486,3762.23369,9023.424905,12.5708,0.0155525,12.6728,0.018195,-0.100724,0.00514817,0.0452776,0.0518227,7,3,83.8534781015625,83.85381989843751
2399,83.854007,-5.400418,3752.176168,9558.666154,12.8879,0.0285756,12.6227,0.010637,0.252903,0.0217773,0.0571194,0.0187836,7,3,83.8538361015625,83.8541778984375
1336,83.854272,-5.41067,3744.789355,9270.894368,14.919,0.0212523,15.2467,0.0178725,-0.338204,0.0214689,0.0581656,0.0531664,7,3,83.85410110156249,83.8544428984375
2388,83.854497,-5.398249,3738.449973,9619.54536,12.1535,0.0296234,11.968,0.0162933,0.188774,0.00401385,0.0844431,0.0410004,7,3,83.85432610156249,83.8546678984375
1285,83.855027,-5.415898,3723.731055,9124.140063,14.8823,0.176981,14.6515,0.21735,0.197216,0.0170723,0.566776,0.716799,7,3,83.8548561015625,83.85519789843751
1265,83.855546,-5.424873,3709.245997,8872.199777,12.8952,0.0115497,12.9652,0.0117368,-0.06801,0.00383699,0.0339069,0.0298262,7,3,83.8553751015625,83.8557168984375
2396,83.855724,-5.403168,3704.198781,9481.465427,12.8512,0.0211723,12.5338,0.0212691,0.322862,0.0131002,0.0456991,0.0559683,7,3,83.85555310156249,83.8558948984375
2418,83.855789,-5.396053,3702.336873,9681.177544,13.8713,0.0229886,14.1607,0.0339569,-0.303294,0.00532925,0.0610008,0.0951357,7,3,83.8556181015625,83.8559598984375
2398,83.85595,-5.392574,3697.841292,9778.849744,12.9032,0.0102485,12.7158,0.0149529,0.187981,0.00519357,0.0191908,0.0279064,7,3,83.8557791015625,83.85612089843751
1284,83.85805,-5.429872,3639.305055,8731.875731,14.955,0.0235159,14.952,0.0170882,0.00250006,0.00544664,0.0469999,0.0340004,7,3,83.8578791015625,83.85822089843751
1272,83.858907,-5.427608,3615.338768,8795.413404,13.2076,0.00923137,13.3913,0.00966726,-0.1775,0.00684504,0.0208502,0.0250006,7,3,83.8587361015625,83.8590778984375
1268,83.859073,-5.422329,3610.68972,8943.60397,13.0691,0.00696751,12.9981,0.0116059,0.0636732,0.00646556,0.019454,0.030405,7,3,83.85890210156249,83.8592438984375
1344,83.859553,-5.462191,3597.442045,7824.658311,12.2813,0.00695038,12.2732,0.00155063,0.014281,0.00235623,0.0140324,0.00277519,7,3,83.8593821015625,83.85972389843751
1273,83.860042,-5.425428,3583.611492,8856.621665,13.4007,0.0401617,13.6422,0.0278068,-0.245893,0.00436378,0.1109,0.0848579,7,3,83.8598711015625,83.86021289843751
2414,83.860377,-5.395818,3574.122766,9687.754946,13.8154,0.0186106,13.5186,0.0222454,0.277365,0.0232032,0.0448895,0.0675945,7,3,83.8602061015625,83.8605478984375
1333,83.86218,-5.41336,3523.821505,9195.348192,13.1216,0.00987539,13.275,0.00610168,-0.145031,0.0134142,0.0206242,0.0110331,7,3,83.86200910156249,83.8623508984375
2405,83.862336,-5.400088,3519.399944,9567.904655,13.3161,0.0098595,13.3733,0.00495965,-0.0514715,0.00998352,0.0230713,0.00899982,7,3,83.8621651015625,83.8625068984375
2412,83.862434,-5.400223,3516.667741,9564.112452,13.5607,0.0508622,13.5158,0.0374367,0.0711083,0.00970392,0.14302,0.0726147,7,3,83.86226310156249,83.8626048984375
2406,83.865734,-5.392402,3424.406896,9783.63565,13.4047,0.01514,13.261,0.0221586,0.13581,0.00793499,0.0396605,0.0601759,7,3,83.8655631015625,83.8659048984375
2415,83.866066,-5.389916,3415.119886,9853.413165,13.8127,0.0250412,13.7062,0.0168265,0.132802,0.00919132,0.0667191,0.0417938,7,3,83.8658951015625,83.8662368984375
1335,83.868902,-5.417933,3335.994054,9066.965406,13.618,0.00699997,13.874,0.0347106,-0.237651,0.0431374,0.0139999,0.0679998,7,3,83.8687311015625,83.86907289843751
1317,83.872806,-5.426993,3226.939078,8812.628386,13.8012,0.00373259,13.9426,0.0231362,-0.131896,0.00465404,0.00889778,0.0640001,7,3,83.8726351015625,83.8729768984375
2389,83.87443,-5.396762,3181.405982,9661.208575,12.1603,0.0223254,11.9986,0.0136279,0.165289,0.00813188,0.0561237,0.0372667,7,3,83.8742591015625,83.8746008984375
1314,83.876103,-5.430997,3134.846557,8700.215763,12.0348,0.0252712,11.9434,0.00571156,0.0855196,0.0294877,0.0599995,0.0173979,7,3,83.8759321015625,83.8762738984375
586,83.876348,-5.460297,3128.128686,7877.758128,12.9477,0.0234185,12.8839,0.0140604,0.0594304,0.0237403,0.086071,0.0459995,7,3,83.87617710156249,83.8765188984375
540,83.87686,-5.469789,3113.88822,7611.313021,13.5101,0.020489,13.5992,0.0186359,-0.0933407,0.0166033,0.061924,0.0619545,7,3,83.87668910156249,83.8770308984375
533,83.877007,-5.475155,3109.799604,7460.67241,12.0774,0.0134878,11.9629,0.0188361,0.11735,0.0161783,0.0409307,0.0561848,7,3,83.8768361015625,83.87717789843751
1334,83.877848,-5.419744,3086.010448,9016.079605,13.3891,0.0217688,13.3045,0.0162795,0.0754847,0.00874209,0.0594873,0.0509996,7,3,83.8776771015625,83.8780188984375
1332,83.877961,-5.408649,3082.800406,9327.527784,12.6713,0.0389342,12.7876,0.0259338,-0.111804,0.0200104,0.0960855,0.0670004,7,3,83.8777901015625,83.8781318984375
1316,83.878801,-5.423234,3059.39374,8918.111413,12.7182,0.00898246,12.7154,0.0112972,0.000528733,0.0101602,0.0245848,0.033,7,3,83.87863010156249,83.8789718984375
1315,83.878964,-5.428866,3054.886496,8760.012918,12.1838,0.0165458,12.2718,0.00983769,-0.077998,0.0254897,0.0448742,0.0235214,7,3,83.8787931015625,83.8791348984375
589,83.880356,-5.462067,3016.143559,7828.038654,14.283,0.0255538,14.1794,0.0147836,0.103765,0.0179293,0.0688829,0.0453224,7,3,83.8801851015625,83.88052689843751
587,83.880843,-5.471212,3002.589594,7571.354421,12.9341,0.0158623,13.1212,0.0124895,-0.17356,0.0106368,0.0479994,0.0343647,7,3,83.8806721015625,83.8810138984375
1163,83.881507,-5.450586,2983.937694,8150.315048,14.1258,0.0325575,14.3131,0.0374622,-0.191124,0.00877906,0.085,0.105,7,3,83.8813361015625,83.8816778984375
591,83.882707,-5.452934,2950.408932,8084.386818,14.772,0.0196798,14.8651,0.0182994,-0.0897835,0.0111844,0.0625429,0.060792,7,3,83.8825361015625,83.8828778984375
